Ensembl_Gene_ID	E.t1.I	E.t1.II	E.t1.III	E.t4.I	E.t4.II	E.t4.III	E.t6.I	E.t6.II	E.t6.III	E.t8.I	E.t8.II	E.t8.III
ENSG00000167900	54	80	179	277	285	32	527	503	640	216	403	450
ENSG00000167904	14	160	123	193	140	122	26	337	304	680	507	325
ENSG00000167910	130	93	27	231	39	435	316	245	140	346	330	339
ENSG00000167912	103	193	90	312	303	128	524	204	66	85	457	296
ENSG00000167914	20	108	129	210	199	22	591	362	302	68	488	79
ENSG00000167916	131	88	47	155	146	55	578	32	221	18	365	614
ENSG00000167920	92	118	100	171	269	116	497	218	348	694	344	50
ENSG00000167925	108	104	183	83	190	255	297	91	317	7	587	3
ENSG00000167930	11	80	117	286	43	373	590	451	269	598	28	200
ENSG00000167941	114	3	8	283	340	39	596	176	568	176	47	92
ENSG00000167945	99	116	138	339	223	217	397	0	624	568	289	784
ENSG00000167962	59	196	74	297	279	260	54	412	260	82	243	328
ENSG00000167964	160	165	108	231	181	419	283	164	650	474	633	358
ENSG00000167969	28	172	68	47	70	64	65	522	341	336	370	628
ENSG00000167971	2	47	196	260	60	174	64	518	43	525	694	608
ENSG00000167972	65	71	89	112	379	399	155	446	116	330	532	724
ENSG00000167977	52	156	113	107	38	373	471	347	552	167	248	176
ENSG00000167978	94	121	215	149	39	81	493	526	404	346	14	207
ENSG00000167981	43	5	105	186	159	314	94	146	101	643	531	35
ENSG00000167984	146	186	115	280	316	171	236	311	583	683	590	793
ENSG00000167985	76	135	99	187	203	324	57	331	285	90	652	180
ENSG00000167986	15	80	57	370	137	327	548	201	405	64	638	613
ENSG00000167987	169	199	207	52	11	10	578	502	102	43	719	800
ENSG00000167992	23	16	145	65	395	409	7	593	42	504	662	557
ENSG00000167994	46	161	178	99	372	398	154	101	592	384	172	449
ENSG00000167995	0	180	27	358	303	74	359	349	341	421	103	651
ENSG00000167996	16	18	154	156	244	117	571	419	289	512	41	868
ENSG00000168000	137	160	86	360	48	351	292	460	660	214	239	466
ENSG00000168002	1	177	26	264	354	413	244	115	470	393	240	782
ENSG00000168003	17	1	164	98	398	272	331	527	372	345	82	233
ENSG00000168004	3	138	220	218	343	307	166	133	641	69	217	606
ENSG00000168005	162	5	95	264	224	362	123	167	547	240	16	815
ENSG00000168010	1	40	64	123	119	408	51	143	411	450	583	464
ENSG00000168014	128	142	54	29	86	167	153	428	76	62	353	473
ENSG00000168016	0	108	89	327	310	325	565	376	603	23	246	26
ENSG00000168026	51	4	76	141	225	268	204	450	497	78	711	30
ENSG00000168028	61	142	137	221	40	368	196	546	624	690	658	136
ENSG00000168032	88	81	96	259	241	367	391	144	630	662	311	128
ENSG00000168036	61	115	105	269	126	411	383	329	225	502	671	625
ENSG00000168038	42	188	115	268	70	41	417	119	424	501	232	610
ENSG00000168040	80	18	197	83	286	196	242	482	168	417	701	386
ENSG00000168056	146	10	201	103	327	265	191	264	504	47	79	126
ENSG00000168060	61	137	214	257	3	34	537	25	257	412	669	539
ENSG00000168061	95	137	111	206	335	158	129	31	347	158	371	570
ENSG00000168062	145	77	66	124	271	353	593	604	563	450	667	293
ENSG00000168065	128	25	73	44	168	211	265	188	121	62	208	895
ENSG00000168066	155	174	120	331	51	440	567	278	427	211	563	216
ENSG00000168067	83	63	35	111	327	165	370	488	543	382	126	683
ENSG00000168070	29	51	185	162	264	140	188	257	587	273	565	453
ENSG00000168071	49	123	93	136	13	180	140	179	639	321	323	842
ENSG00000168077	69	105	204	218	395	132	372	226	290	329	488	705
ENSG00000168078	134	34	93	78	107	311	322	430	82	402	397	629
ENSG00000168079	90	103	104	333	131	296	596	127	116	540	324	167
ENSG00000168081	6	5	10	331	14	164	318	475	480	384	101	21
ENSG00000168090	149	63	169	275	89	211	331	604	409	432	700	61
ENSG00000168092	48	4	83	353	251	418	553	601	556	674	40	567
ENSG00000168096	146	152	145	324	172	244	333	279	324	233	156	587
ENSG00000168101	156	170	85	229	10	292	222	433	427	59	428	208
ENSG00000168116	158	25	132	18	292	101	493	473	124	493	204	547
ENSG00000168118	141	110	91	267	185	62	287	144	366	254	645	528
ENSG00000168124	108	64	122	85	146	323	520	574	560	375	285	873
ENSG00000168126	1	82	10	334	185	403	300	128	125	364	554	714
ENSG00000168131	55	35	18	22	220	418	349	116	445	323	253	564
ENSG00000168135	57	108	194	184	9	375	350	242	18	327	93	750
ENSG00000168137	63	81	20	340	372	378	32	358	411	153	640	480
ENSG00000168140	39	160	107	302	127	189	303	125	544	685	645	154
ENSG00000168143	149	97	214	248	137	181	564	361	284	403	131	364
ENSG00000168148	85	53	137	153	74	198	97	128	575	20	301	609
ENSG00000168152	12	188	65	201	316	190	211	557	268	400	568	554
ENSG00000168158	77	151	86	287	109	272	103	272	477	485	265	277
ENSG00000168159	60	94	11	67	45	405	330	127	519	243	345	754
ENSG00000168172	79	19	64	125	26	89	564	35	41	440	414	756
ENSG00000168175	123	29	185	157	249	320	195	606	285	519	353	769
ENSG00000168209	127	83	57	318	109	440	571	553	113	604	693	87
ENSG00000168214	10	162	106	380	101	142	581	570	520	679	128	387
ENSG00000168216	54	115	96	253	149	390	429	169	185	237	430	518
ENSG00000168227	124	195	26	255	154	195	139	393	641	13	216	180
ENSG00000168228	95	65	152	86	350	410	93	334	168	430	413	293
ENSG00000168229	180	147	96	325	165	190	534	240	187	554	426	567
ENSG00000168234	88	87	78	27	318	269	543	562	337	399	17	435
ENSG00000168237	20	20	108	318	366	359	393	168	440	551	333	624
ENSG00000168242	104	64	105	92	164	215	405	403	258	28	627	187
ENSG00000168243	45	80	138	146	246	328	497	263	503	674	701	217
ENSG00000168246	134	46	157	367	104	110	167	436	492	637	206	20
ENSG00000168256	96	89	3	5	321	261	505	412	325	536	401	424
ENSG00000168259	174	187	100	256	399	59	382	226	526	114	531	224
ENSG00000168260	98	139	3	95	206	258	200	435	154	73	65	294
ENSG00000168263	15	196	41	150	164	9	413	485	172	126	725	598
ENSG00000168264	141	64	156	109	46	81	30	524	502	184	449	339
ENSG00000168267	144	36	79	100	321	189	209	223	339	244	487	479
ENSG00000168268	119	129	134	248	253	108	278	352	437	37	148	75
ENSG00000168269	63	106	209	360	49	420	85	0	440	99	619	819
ENSG00000168273	152	58	105	81	223	135	254	233	421	475	4	320
ENSG00000168274	133	1	36	350	281	280	145	195	180	489	374	673
ENSG00000168275	172	69	87	104	317	175	405	557	137	404	339	851
ENSG00000168280	37	171	1	289	1	154	533	328	454	693	37	494
ENSG00000168282	169	106	141	261	11	283	275	552	599	290	201	303
ENSG00000168283	20	124	185	126	231	433	284	574	506	205	629	482
ENSG00000168286	121	159	133	252	37	76	454	249	533	487	716	574
ENSG00000168288	72	47	161	365	300	205	365	30	322	91	521	611
ENSG00000168291	32	18	120	239	388	157	262	146	162	677	650	748
ENSG00000168297	112	135	79	111	18	240	320	501	399	232	397	585
ENSG00000168298	105	170	104	165	270	103	572	63	55	181	76	471
ENSG00000168300	90	190	131	168	209	83	184	216	6	557	133	647
ENSG00000168301	104	177	16	339	224	306	238	36	624	481	437	759
ENSG00000168303	62	23	160	256	269	235	298	390	482	249	282	470
ENSG00000168306	49	124	92	372	148	428	84	45	625	456	595	322
ENSG00000168309	83	18	24	371	116	388	386	222	173	501	73	458
ENSG00000168310	156	86	54	308	168	169	168	66	182	612	696	703
ENSG00000168314	81	149	120	62	361	136	537	483	472	666	555	677
ENSG00000168329	94	195	71	156	61	398	93	530	345	545	266	861
ENSG00000168333	167	179	95	255	378	180	116	594	216	592	398	387
ENSG00000168334	122	136	24	267	376	160	415	554	363	113	601	240
ENSG00000168348	169	96	81	339	387	439	571	419	493	442	429	786
ENSG00000168350	24	167	21	272	151	160	12	580	239	294	15	266
ENSG00000168356	54	145	182	88	377	149	523	264	137	693	341	311
ENSG00000168367	159	26	206	105	341	305	598	293	607	122	448	549
ENSG00000168374	152	163	211	341	161	122	114	558	224	543	145	61
ENSG00000168385	5	88	220	36	292	227	67	37	339	479	420	637
ENSG00000168386	5	58	34	120	317	9	88	22	565	356	420	296
ENSG00000168389	160	27	189	286	344	343	505	253	645	305	628	721
ENSG00000168393	178	117	35	62	74	367	277	341	231	326	399	157
ENSG00000168394	152	71	179	98	42	117	115	519	514	68	664	201
ENSG00000168395	55	132	115	252	372	223	395	41	268	180	690	152
ENSG00000168397	101	192	128	132	269	149	213	484	115	243	162	881
ENSG00000168398	5	67	128	70	272	32	211	242	158	401	472	833
ENSG00000168404	50	101	85	22	301	413	215	489	159	601	302	733
ENSG00000168405	172	52	41	319	11	292	252	51	497	44	343	432
ENSG00000168411	79	101	105	50	192	301	461	143	111	150	101	772
ENSG00000168412	106	174	212	295	92	203	313	597	126	277	171	625
ENSG00000168418	122	1	7	336	222	247	227	156	256	207	109	705
ENSG00000168421	135	48	173	299	342	251	248	417	281	514	42	327
ENSG00000168427	16	131	38	275	48	130	552	429	253	613	499	842
ENSG00000168434	150	196	109	126	138	66	270	511	590	628	587	307
ENSG00000168438	1	2	96	78	385	211	243	37	100	578	372	144
ENSG00000168439	164	53	186	220	333	163	148	17	400	40	686	226
ENSG00000168447	68	43	96	64	36	191	155	258	505	17	523	538
ENSG00000168453	125	149	128	140	1	333	295	399	446	326	331	533
ENSG00000168454	156	169	79	219	352	183	422	19	288	335	521	95
ENSG00000168461	126	199	3	172	227	53	340	579	531	482	460	555
ENSG00000168476	120	153	166	317	131	91	276	598	610	440	395	247
ENSG00000168477	29	32	17	57	147	41	430	382	622	371	610	859
ENSG00000168481	138	89	28	1	396	57	96	243	630	119	729	591
ENSG00000168484	48	53	151	248	279	143	511	589	513	235	12	392
ENSG00000168487	119	183	92	177	267	2	73	71	438	273	619	174
ENSG00000168488	74	3	32	338	180	400	436	135	579	29	260	51
ENSG00000168490	23	33	65	237	358	420	557	34	11	663	25	603
ENSG00000168491	75	35	140	157	4	423	425	231	386	567	727	192
ENSG00000168495	55	14	22	121	390	353	333	556	122	198	86	36
ENSG00000168496	58	145	3	279	319	9	348	447	218	428	264	395
ENSG00000168497	164	141	97	88	304	151	246	268	553	432	156	754
ENSG00000168502	45	163	133	151	172	290	500	296	99	243	18	196
ENSG00000168505	67	101	119	349	64	172	85	490	172	646	415	229
ENSG00000168509	125	39	158	175	194	25	440	158	313	296	177	178
ENSG00000168515	75	30	6	126	193	124	366	512	344	344	485	579
ENSG00000168517	113	37	112	294	305	421	431	59	67	1	664	751
ENSG00000168522	151	180	85	356	350	279	441	181	449	278	523	435
ENSG00000168528	50	24	79	115	352	280	57	324	512	462	274	63
ENSG00000168530	32	193	2	210	21	256	216	427	347	192	211	693
ENSG00000168538	82	85	82	16	64	381	569	336	112	645	337	358
ENSG00000168539	8	105	157	261	231	395	135	56	438	257	65	328
ENSG00000168542	42	42	194	184	32	27	9	370	623	467	400	454
ENSG00000168546	39	11	25	290	119	94	504	501	318	267	563	416
ENSG00000168556	174	85	16	116	161	343	110	534	342	207	401	265
ENSG00000168564	180	17	170	234	269	3	300	517	307	293	685	632
ENSG00000168566	59	135	76	244	323	131	342	89	562	437	623	472
ENSG00000168569	25	10	153	162	285	123	336	453	651	83	436	200
ENSG00000168575	85	100	59	328	86	311	265	21	225	419	97	204
ENSG00000168582	101	199	215	149	315	125	386	562	422	429	238	327
ENSG00000168589	40	91	32	175	303	409	176	445	144	543	77	10
ENSG00000168591	74	180	107	263	87	305	384	77	6	346	396	314
ENSG00000168594	112	91	157	252	387	106	222	398	650	599	25	471
ENSG00000168597	62	157	87	185	372	359	564	228	239	550	214	434
ENSG00000168610	80	153	66	176	43	409	385	76	650	481	261	194
ENSG00000168612	96	100	66	72	67	127	91	495	38	412	305	816
ENSG00000168615	53	120	136	165	87	400	23	583	370	98	216	386
ENSG00000168619	151	39	149	90	226	278	35	298	392	429	724	852
ENSG00000168621	69	195	56	268	167	377	522	374	160	494	173	619
ENSG00000168630	38	76	15	39	72	328	409	447	83	469	445	328
ENSG00000168631	151	63	121	132	136	429	122	103	543	607	271	866
ENSG00000168634	65	182	207	337	374	177	555	524	382	223	712	611
ENSG00000168646	93	154	197	359	218	113	410	207	528	417	410	250
ENSG00000168653	9	30	137	325	35	326	250	315	520	282	143	158
ENSG00000168658	39	100	219	25	37	356	489	422	38	342	258	276
ENSG00000168661	143	127	50	52	67	61	108	435	511	377	357	874
ENSG00000168671	48	60	72	250	0	321	59	546	461	215	33	62
ENSG00000168672	65	124	200	373	116	251	57	254	55	82	9	74
ENSG00000168675	59	97	159	282	359	255	407	465	218	60	333	600
ENSG00000168676	130	77	3	331	269	305	487	468	658	459	556	481
ENSG00000168679	152	33	18	177	28	149	42	413	24	95	256	718
ENSG00000168685	72	169	62	360	17	269	385	263	180	319	655	56
ENSG00000168701	131	9	38	355	269	213	513	281	460	364	278	466
ENSG00000168702	17	22	6	86	235	350	107	613	430	258	687	149
ENSG00000168703	157	76	61	62	294	33	321	310	166	692	327	325
ENSG00000168710	96	80	155	113	82	228	305	179	428	503	721	694
ENSG00000168724	31	173	99	256	165	145	486	376	22	369	549	467
ENSG00000168734	18	171	77	168	258	429	263	613	527	612	222	496
ENSG00000168738	140	131	54	125	382	287	538	249	233	623	321	391
ENSG00000168743	98	179	194	174	159	274	385	586	560	576	689	17
ENSG00000168746	155	161	181	72	79	325	342	251	583	68	386	95
ENSG00000168748	85	25	77	28	324	218	21	251	12	591	184	889
ENSG00000168754	55	26	122	309	187	354	534	550	38	358	496	182
ENSG00000168758	178	195	107	307	395	133	250	40	99	244	607	283
ENSG00000168763	52	140	60	7	10	312	421	270	519	584	198	327
ENSG00000168765	147	37	146	176	97	20	185	128	650	342	534	654
ENSG00000168769	142	124	180	225	241	315	14	480	532	60	373	176
ENSG00000168772	162	192	39	229	259	33	236	388	576	219	523	386
ENSG00000168778	23	54	194	179	112	228	539	65	176	382	169	131
ENSG00000168779	168	141	87	148	273	100	218	336	625	520	559	756
ENSG00000168781	19	91	157	200	215	401	234	613	593	410	375	218
ENSG00000168785	98	182	189	61	249	342	489	603	571	341	406	837
ENSG00000168787	18	16	16	23	371	178	457	295	170	336	312	55
ENSG00000168792	133	191	200	128	353	221	337	557	71	575	671	180
ENSG00000168795	54	14	29	337	241	360	571	200	201	658	261	815
ENSG00000168802	49	78	74	70	385	313	411	340	12	100	239	630
ENSG00000168803	114	152	37	224	194	435	538	483	211	25	276	73
ENSG00000168806	168	78	27	364	290	60	543	585	541	395	15	892
ENSG00000168807	46	19	157	348	344	335	524	45	527	56	404	353
ENSG00000168811	152	50	2	185	95	402	300	258	232	206	310	653
ENSG00000168813	177	188	137	149	17	315	344	534	196	324	89	194
ENSG00000168818	22	0	123	278	275	350	323	488	418	16	721	844
ENSG00000168824	65	174	74	314	69	324	99	473	31	510	301	734
ENSG00000168826	113	55	21	344	111	314	166	33	644	48	173	357
ENSG00000168827	20	152	59	48	328	190	334	194	221	242	182	317
ENSG00000168828	131	157	170	79	99	395	374	362	191	388	350	852
ENSG00000168830	70	84	72	280	88	399	417	558	202	460	468	509
ENSG00000168843	116	45	147	34	11	273	569	9	187	91	216	233
ENSG00000168872	23	29	107	299	388	197	244	342	368	72	99	790
ENSG00000168874	49	107	190	33	70	122	7	267	537	30	135	607
ENSG00000168875	125	64	65	243	181	55	431	245	379	561	193	140
ENSG00000168876	32	158	38	133	66	354	35	61	495	454	361	567
ENSG00000168878	32	10	62	350	36	222	285	607	285	396	310	787
ENSG00000168883	3	108	108	61	100	275	496	580	311	670	313	97
ENSG00000168884	105	94	44	259	317	290	383	122	617	312	108	685
ENSG00000168887	41	6	71	64	140	306	511	483	147	515	605	58
ENSG00000168890	155	179	59	228	56	17	138	513	331	3	429	462
ENSG00000168894	139	140	193	74	83	136	117	239	493	688	702	760
ENSG00000168899	5	52	166	282	341	329	117	173	660	640	512	821
ENSG00000168903	83	147	164	285	29	193	540	255	267	74	133	224
ENSG00000168904	109	156	62	65	319	396	459	85	345	82	31	501
ENSG00000168906	68	84	78	207	108	377	325	569	420	291	480	361
ENSG00000168907	161	176	20	83	342	212	483	498	76	447	214	107
ENSG00000168913	176	85	201	353	126	373	175	316	62	201	444	885
ENSG00000168916	147	2	194	217	36	34	14	329	140	625	288	735
ENSG00000168917	28	133	36	32	66	425	25	458	450	492	125	234
ENSG00000168918	166	62	212	207	287	62	209	329	111	411	730	733
ENSG00000168924	160	118	192	78	321	65	18	530	658	567	491	176
ENSG00000168925	159	44	169	150	87	277	493	572	608	235	413	113
ENSG00000168928	149	144	219	273	81	420	244	448	165	17	302	638
ENSG00000168936	1	63	86	187	329	110	383	492	160	467	717	57
ENSG00000168937	171	60	176	372	283	402	518	209	652	280	228	628
ENSG00000168938	140	47	200	153	285	409	502	76	568	639	89	738
ENSG00000168939	93	58	18	39	110	408	484	468	91	556	56	322
ENSG00000168944	43	154	11	315	152	398	222	367	135	208	663	597
ENSG00000168952	159	33	132	345	262	276	261	513	172	513	391	125
ENSG00000168955	151	103	96	301	95	164	269	338	507	150	7	758
ENSG00000168958	53	26	147	61	162	22	71	59	1	490	538	672
ENSG00000168959	47	186	89	77	5	131	448	409	190	347	616	826
ENSG00000168961	114	176	146	60	54	371	415	419	270	149	318	88
ENSG00000168967	132	175	44	273	35	61	42	403	162	381	706	536
ENSG00000168992	13	41	22	232	256	169	155	192	234	257	597	837
ENSG00000168993	168	147	143	298	79	130	33	82	327	222	272	312
ENSG00000168994	149	18	150	66	318	414	56	245	646	409	475	605
ENSG00000168995	63	94	60	34	129	421	37	364	560	24	518	568
ENSG00000169006	125	89	9	32	225	212	189	546	451	306	586	184
ENSG00000169016	92	167	6	141	17	325	555	614	470	142	341	323
ENSG00000169018	128	90	92	64	236	321	164	485	32	505	374	115
ENSG00000169019	114	188	77	178	295	385	9	463	26	311	352	729
ENSG00000169020	23	106	197	350	378	108	497	159	359	527	552	392
ENSG00000169021	6	28	179	14	36	399	387	563	169	121	448	381
ENSG00000169026	19	200	33	260	130	19	496	30	233	491	544	275
ENSG00000169031	179	172	13	105	193	28	145	439	190	237	107	877
ENSG00000169032	133	6	128	369	296	78	545	314	586	546	578	809
ENSG00000169035	156	46	59	28	35	282	500	216	420	470	316	236
ENSG00000169040	78	170	157	18	219	50	292	353	40	292	205	694
ENSG00000169045	77	20	32	158	293	23	474	181	92	556	480	179
ENSG00000169047	175	139	134	206	258	352	248	256	551	262	164	515
ENSG00000169057	46	98	32	85	305	328	151	605	234	245	494	106
ENSG00000169062	27	150	216	254	163	177	425	242	212	106	669	243
ENSG00000169064	175	175	49	237	368	385	19	318	290	125	511	500
ENSG00000169067	141	34	9	168	141	59	440	104	101	162	143	533
ENSG00000169071	18	84	86	168	379	365	493	6	497	383	681	48
ENSG00000169075	120	172	85	353	246	28	106	522	647	437	55	784
ENSG00000169083	155	192	62	248	208	256	62	263	573	202	410	698
ENSG00000169084	1	160	17	350	123	305	522	494	652	593	141	792
ENSG00000169085	36	47	46	118	108	78	552	198	468	419	596	790
ENSG00000169087	113	1	86	26	94	252	256	506	121	614	727	443
ENSG00000169093	73	10	66	278	114	185	182	505	11	141	319	889
ENSG00000169100	179	128	104	277	193	198	474	445	239	516	516	286
ENSG00000169105	119	141	97	286	310	110	513	0	263	687	439	69
ENSG00000169116	124	118	167	152	233	171	50	50	620	245	586	673
ENSG00000169118	49	146	9	81	0	37	430	446	286	164	735	758
ENSG00000169122	66	199	135	48	237	348	225	77	69	568	142	712
ENSG00000169126	152	178	50	241	39	243	16	344	67	633	682	152
ENSG00000169129	112	22	100	24	43	268	403	308	560	232	689	567
ENSG00000169136	33	99	210	226	193	60	270	195	410	194	220	282
ENSG00000169139	23	178	180	228	92	145	505	492	130	359	639	405
ENSG00000169154	114	114	86	42	299	298	453	520	238	651	714	220
ENSG00000169155	169	22	183	273	246	55	39	419	239	623	227	753
ENSG00000169164	32	94	136	367	266	138	227	532	641	354	598	568
ENSG00000169169	52	0	11	125	291	203	406	574	331	476	133	838
ENSG00000169174	150	2	90	356	100	363	348	251	463	395	461	202
ENSG00000169180	104	60	73	154	349	186	245	313	505	643	300	209
ENSG00000169181	65	187	73	21	382	340	6	294	31	369	272	256
ENSG00000169184	162	114	39	132	290	121	322	256	338	218	326	158
ENSG00000169188	119	195	110	352	208	28	512	237	510	107	25	317
ENSG00000169189	41	6	6	110	198	176	79	242	587	660	209	630
ENSG00000169193	14	140	97	290	55	138	48	601	388	488	218	686
ENSG00000169194	0	133	169	164	182	431	597	204	52	361	663	804
ENSG00000169202	165	35	144	191	8	186	372	190	155	585	529	526
ENSG00000169208	7	166	30	33	15	61	308	54	344	499	293	135
ENSG00000169213	171	24	20	45	378	97	1	384	161	627	184	555
ENSG00000169217	63	101	38	108	9	336	201	182	487	257	571	284
ENSG00000169218	139	156	127	157	130	76	151	108	618	329	696	482
ENSG00000169220	146	161	67	29	6	243	40	375	477	534	140	180
ENSG00000169221	147	24	106	97	367	123	408	293	71	12	381	466
ENSG00000169223	41	153	207	282	283	269	24	158	258	617	427	323
ENSG00000169224	91	120	60	259	128	82	114	435	511	255	209	168
ENSG00000169230	177	171	38	301	122	398	398	351	323	608	19	191
ENSG00000169231	139	165	28	48	284	435	371	77	37	36	424	857
ENSG00000169239	123	172	138	160	179	375	223	582	347	194	737	721
ENSG00000169241	20	164	148	277	374	377	341	191	420	370	112	113
